2025-01-24 12:14:51 root         INFO     Starting GetRecords Consumer
2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '2bb3ff2e-fe4a-40a7-8b5e-a58edc99aab8', 'customer_number': 299, 'city': 'Köln', 'country': 'Germany', 'credit_limit': 91909, 'browse_history': [{'product_code': 'S32_2206', 'quantity': '2', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884544007355822919448265224093698
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '2bb3ff2e-fe4a-40a7-8b5e-a58edc99aab8', 'customer_number': 299, 'city': 'Köln', 'country': 'Germany', 'credit_limit': 91909, 'browse_history': [{'product_code': 'S32_2206', 'quantity': '2', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 443089), 'overall_product_quantity': 2, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940679659317518924790523494402 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '27d128a2-1a09-445c-88a5-f8f5ac60c6e7', 'customer_number': 104, 'city': 'Luleå', 'country': 'Sweden', 'credit_limit': 27203, 'browse_history': [{'product_code': 'S24_3969', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S32_3207', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884545767551816278349099510530050
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '27d128a2-1a09-445c-88a5-f8f5ac60c6e7', 'customer_number': 104, 'city': 'Luleå', 'country': 'Sweden', 'credit_limit': 27203, 'browse_history': [{'product_code': 'S24_3969', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S32_3207', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 454590), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 4, 'total_different_products': 3}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940689330724075841823921143810 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '72af80a6-9c36-48a8-81fa-a77010ca117e', 'customer_number': 140, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 70695, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884551316521328309499210435133442
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '72af80a6-9c36-48a8-81fa-a77010ca117e', 'customer_number': 140, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 70695, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 467413), 'overall_product_quantity': 21, 'overall_in_shopping_cart': 0, 'total_different_products': 3}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940696584278993529598969380866 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '42307487-7db3-4003-9616-4073e5897874', 'customer_number': 305, 'city': 'Bergen', 'country': 'Norway', 'credit_limit': 80348, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S18_4668', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S32_3522', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S24_2841', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884563714055608457526276129816578
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '42307487-7db3-4003-9616-4073e5897874', 'customer_number': 305, 'city': 'Bergen', 'country': 'Norway', 'credit_limit': 80348, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S18_4668', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S32_3522', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S24_2841', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 479716), 'overall_product_quantity': 32, 'overall_in_shopping_cart': 10, 'total_different_products': 5}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940701419982271988115668205570 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '6015b1e0-f47a-4c29-8ba3-014ce635a405', 'customer_number': 262, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 101926, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S18_3482', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_3140', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49659895913772740756326884568444582340609572504497815554
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '6015b1e0-f47a-4c29-8ba3-014ce635a405', 'customer_number': 262, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 101926, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S18_3482', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_3140', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 492955), 'overall_product_quantity': 20, 'overall_in_shopping_cart': 7, 'total_different_products': 4}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940708673537189675890716442626 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'd9ac1145-3df1-44b5-aade-8a51e884c5ba', 'customer_number': 243, 'city': 'Stuttgart', 'country': 'Germany', 'credit_limit': 66773, 'browse_history': [{'product_code': 'S12_4675', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49659895913772740756326884570978490858521836148035158018
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'd9ac1145-3df1-44b5-aade-8a51e884c5ba', 'customer_number': 243, 'city': 'Stuttgart', 'country': 'Germany', 'credit_limit': 66773, 'browse_history': [{'product_code': 'S12_4675', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 502082), 'overall_product_quantity': 9, 'overall_in_shopping_cart': 9, 'total_different_products': 1}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940719553869566207553288798210 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '8c472e20-ae89-4015-9d58-314d436fe962', 'customer_number': 152, 'city': 'Las Vegas', 'country': 'USA', 'credit_limit': 78307, 'browse_history': [{'product_code': 'S18_1749', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49659895913772740756326884577422065477067812672876052482
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '8c472e20-ae89-4015-9d58-314d436fe962', 'customer_number': 152, 'city': 'Las Vegas', 'country': 'USA', 'credit_limit': 78307, 'browse_history': [{'product_code': 'S18_1749', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 512616), 'overall_product_quantity': 3, 'overall_in_shopping_cart': 3, 'total_different_products': 1}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940736478831040812361734684674 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'a91644ec-96f0-42ea-91e0-f9e718c71d7c', 'customer_number': 403, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 27203, 'browse_history': [{'product_code': 'S24_3949', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S10_2016', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49659895913772740756326884577703745193038021408021544962
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'a91644ec-96f0-42ea-91e0-f9e718c71d7c', 'customer_number': 403, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 27203, 'browse_history': [{'product_code': 'S24_3949', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S10_2016', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 531860), 'overall_product_quantity': 9, 'overall_in_shopping_cart': 9, 'total_different_products': 2}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940741314534319270878433509378 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '09e48edd-2e05-41e5-8750-e4c845a4360b', 'customer_number': 332, 'city': 'Versailles', 'country': 'France', 'credit_limit': 158521, 'browse_history': [{'product_code': 'S32_3522', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_2011', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S12_2823', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884591815536285399594430155980802
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '09e48edd-2e05-41e5-8750-e4c845a4360b', 'customer_number': 332, 'city': 'Versailles', 'country': 'France', 'credit_limit': 158521, 'browse_history': [{'product_code': 'S32_3522', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_2011', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S12_2823', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 541733), 'overall_product_quantity': 14, 'overall_in_shopping_cart': 0, 'total_different_products': 3}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940743732385958500136782921730 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '05c1b502-8dbd-4121-9b1d-6db8069f3cf2', 'customer_number': 200, 'city': 'San Francisco', 'country': 'USA', 'credit_limit': 118976, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S50_1341', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S700_4002', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S10_1678', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884601245157678393706322191187970
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '05c1b502-8dbd-4121-9b1d-6db8069f3cf2', 'customer_number': 200, 'city': 'San Francisco', 'country': 'USA', 'credit_limit': 118976, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S50_1341', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S700_4002', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S10_1678', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 551020), 'overall_product_quantity': 28, 'overall_in_shopping_cart': 10, 'total_different_products': 4}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940750985940876187911831158786 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '59b75023-a810-431e-821e-11f97ca2a966', 'customer_number': 403, 'city': 'Newark', 'country': 'USA', 'credit_limit': 125917, 'browse_history': [{'product_code': 'S700_1691', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_2824', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_1749', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_3522', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884627972089698433938974272651266
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '59b75023-a810-431e-821e-11f97ca2a966', 'customer_number': 403, 'city': 'Newark', 'country': 'USA', 'credit_limit': 125917, 'browse_history': [{'product_code': 'S700_1691', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_2824', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_1749', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_3522', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 561398), 'overall_product_quantity': 19, 'overall_in_shopping_cart': 1, 'total_different_products': 4}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940764284124891948832752926722 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'd22a49f8-88f4-4f28-98e2-dcbefd6d7375', 'customer_number': 191, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 88373, 'browse_history': [{'product_code': 'S18_2870', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_4048', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884631940993164228767997942038530
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'd22a49f8-88f4-4f28-98e2-dcbefd6d7375', 'customer_number': 191, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 88373, 'browse_history': [{'product_code': 'S18_2870', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_4048', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 572977), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 9, 'total_different_products': 3}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940767910902350792720277045250 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'd0e23591-bb41-44c7-9147-afeb12908945', 'customer_number': 304, 'city': 'Helsinki', 'country': 'Finland', 'credit_limit': 69140, 'browse_history': [{'product_code': 'S24_2360', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S10_4757', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49659895913772740756326884632695362875668296946556076034
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'd0e23591-bb41-44c7-9147-afeb12908945', 'customer_number': 304, 'city': 'Helsinki', 'country': 'Finland', 'credit_limit': 69140, 'browse_history': [{'product_code': 'S24_2360', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S10_4757', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 583597), 'overall_product_quantity': 12, 'overall_in_shopping_cart': 9, 'total_different_products': 2}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940771537679809636607801163778 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '159e75e4-d6af-4480-a9b1-70b048cb6958', 'customer_number': 412, 'city': 'White Plains', 'country': 'USA', 'credit_limit': 75602, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_2238', 'quantity': '2', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884634302025289936140013093781506
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '159e75e4-d6af-4480-a9b1-70b048cb6958', 'customer_number': 412, 'city': 'White Plains', 'country': 'USA', 'credit_limit': 75602, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_2238', 'quantity': '2', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 593786), 'overall_product_quantity': 7, 'overall_in_shopping_cart': 0, 'total_different_products': 2}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940775164457268480495325282306 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '3f63d788-be1f-4c5b-a44d-9c964a03d242', 'customer_number': 249, 'city': 'Madrid', 'country': 'Spain', 'credit_limit': 97261, 'browse_history': [{'product_code': 'S18_3482', 'quantity': '3', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49659895913772740756326884636874619434076071996380151810
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '3f63d788-be1f-4c5b-a44d-9c964a03d242', 'customer_number': 249, 'city': 'Madrid', 'country': 'Spain', 'credit_limit': 97261, 'browse_history': [{'product_code': 'S18_3482', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 605507), 'overall_product_quantity': 3, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940784835863825397528722931714 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'e94a49b2-daa6-4e3b-98a8-22f8bc5ac76e', 'customer_number': 287, 'city': 'Brisbane', 'country': 'USA', 'credit_limit': 98036, 'browse_history': [{'product_code': 'S18_4600', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_3522', 'quantity': '2', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49659895913772740756326884643962551514476645940058914818
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'e94a49b2-daa6-4e3b-98a8-22f8bc5ac76e', 'customer_number': 287, 'city': 'Brisbane', 'country': 'USA', 'credit_limit': 98036, 'browse_history': [{'product_code': 'S18_4600', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_3522', 'quantity': '2', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 616199), 'overall_product_quantity': 6, 'overall_in_shopping_cart': 2, 'total_different_products': 2}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940793298344562699932945874946 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'a5bf3b38-9e84-4bb5-9e60-7cbe41f6abe8', 'customer_number': 132, 'city': 'North Sydney', 'country': 'Australia', 'credit_limit': 87969, 'browse_history': [{'product_code': 'S24_2000', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_2248', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S700_2610', 'quantity': '4', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49659895913795041501525415169294734871008064305186734098
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'a5bf3b38-9e84-4bb5-9e60-7cbe41f6abe8', 'customer_number': 132, 'city': 'North Sydney', 'country': 'Australia', 'credit_limit': 87969, 'browse_history': [{'product_code': 'S24_2000', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_2248', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S700_2610', 'quantity': '4', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 663314), 'overall_product_quantity': 10, 'overall_in_shopping_cart': 6, 'total_different_products': 3}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940825939341692294920662941698 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': '230ad92d-937a-4454-9579-3114d34c3087', 'customer_number': 231, 'city': 'San Diego', 'country': 'USA', 'credit_limit': 67033, 'browse_history': [{'product_code': 'S18_1097', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S32_1374', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S10_4962', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '5', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49659895913795041501525415182621933106439741618547326994
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': '230ad92d-937a-4454-9579-3114d34c3087', 'customer_number': 231, 'city': 'San Diego', 'country': 'USA', 'credit_limit': 67033, 'browse_history': [{'product_code': 'S18_1097', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S32_1374', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S10_4962', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '5', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 673138), 'overall_product_quantity': 20, 'overall_in_shopping_cart': 12, 'total_different_products': 5}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940830775044970753437361766402 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'fe03434c-5ad9-48fc-9202-c60145b38ffb', 'customer_number': 217, 'city': 'Pasadena', 'country': 'USA', 'credit_limit': 86016, 'browse_history': [{'product_code': 'S18_1129', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3420', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49659895913795041501525415185753050979241632417986904082
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'fe03434c-5ad9-48fc-9202-c60145b38ffb', 'customer_number': 217, 'city': 'Pasadena', 'country': 'USA', 'credit_limit': 86016, 'browse_history': [{'product_code': 'S18_1129', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3420', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 683347), 'overall_product_quantity': 30, 'overall_in_shopping_cart': 19, 'total_different_products': 5}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940836819674068826583235297282 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'f538eef8-35f0-43a1-9c17-be041ca6b7a2', 'customer_number': 369, 'city': 'Cowes', 'country': 'UK', 'credit_limit': 45488, 'browse_history': [{'product_code': 'S24_4278', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S18_2870', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49659895913795041501525415186243874862005172000356565010
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'f538eef8-35f0-43a1-9c17-be041ca6b7a2', 'customer_number': 369, 'city': 'Cowes', 'country': 'UK', 'credit_limit': 45488, 'browse_history': [{'product_code': 'S24_4278', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S18_2870', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 693758), 'overall_product_quantity': 19, 'overall_in_shopping_cart': 10, 'total_different_products': 3}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940844073228986514358283534338 to Shard shardId-000000000000


2025-01-24 12:14:52 root         INFO     Read User Session {'session_id': 'c9fdc769-fe35-485f-94d1-990c47bab87c', 'customer_number': 330, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 109177, 'browse_history': [{'product_code': 'S12_3891', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49659895913795041501525415187415323981211748289122140178
2025-01-24 12:14:52 root         INFO     Processed User Session {'session_id': 'c9fdc769-fe35-485f-94d1-990c47bab87c', 'customer_number': 330, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 109177, 'browse_history': [{'product_code': 'S12_3891', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 1, 24, 12, 14, 52, 704572), 'overall_product_quantity': 7, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-01-24 12:14:52 root         INFO     Produced record 49659896348369663185291763940853744635543431391681183746 to Shard shardId-000000000000


